
class, filename, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39
false, "Non185.jpg", 0.4001416025508269, 0.2980785701378009, 0.21965618478542714, 0.3883009410011683, 0.38830111388853633, 0.21965635370442405, 0.29807842109720667, 0.16716081060688792, 0.07766025735517879, 0.0549140673112314, 0.054914046196356765, 0.07766018820023365, 0.07766022277770727, 0.054914088426106025, 0.05491402508148215, 0.0, 0.16716083048529057, 0.13333636820410677, 0.054914046196356765, 0.1553203764004673, 0.15532044555541455, 0.054914088426106025, 0.13333634585276016, 0.16716081060688792, 0.07766025735517879, 0.0549140673112314, 0.054914046196356765, 0.07766018820023365, 0.07766022277770727, 0.054914088426106025, 0.05491402508148215, 0.0, 0.07766025735517879, 0.0549140673112314, 0.054914046196356765, 0.07766018820023365, 0.07766022277770727, 0.054914088426106025, 0.05491402508148215, 0.0
false, "Non277.jpg", 0.40014160255082704, 0.2980785701378009, 0.21965618478542717, 0.38830094100116835, 0.3883011138885364, 0.2196563537044241, 0.29807842109720667, 0.16716081060688795, 0.0776602573551788, 0.05491406731123141, 0.05491404619635678, 0.07766018820023367, 0.07766022277770729, 0.05491408842610603, 0.054914025081482166, 0.0, 0.0776602573551788, 0.05491406731123141, 0.05491404619635678, 0.07766018820023367, 0.07766022277770729, 0.05491408842610603, 0.054914025081482166, 0.0, 0.1671608304852906, 0.1333363682041068, 0.05491404619635678, 0.15532037640046734, 0.15532044555541458, 0.05491408842610603, 0.13333634585276016, 0.16716081060688795, 0.0776602573551788, 0.05491406731123141, 0.05491404619635678, 0.07766018820023367, 0.07766022277770729, 0.05491408842610603, 0.054914025081482166, 0.0
false, "Non138.jpg", 0.5284971204846294, 0.4092239172329432, 0.2294101058351469, 0.2289497560086046, 0.21618609410094278, 0.1353687291501366, 0.24931418987063805, 0.2211565314266808, 0.22093157790600454, 0.21569754066606897, 0.14974271258362593, 0.1281427048799628, 0.10261525659625712, 0.08325743896730399, 0.1312481420780202, 0.09781452365126991, 0.02552748715981425, 0.02036208134037785, 0.00838604118621137, 0.023719306147915693, 0.023719316708715268, 0.008386047635206501, 0.02036207792705601, 0.025527484124140958, 0.07387022042688268, 0.034736145338531824, 0.016772079826722356, 0.03557895922187354, 0.0355789750630729, 0.016772100361813765, 0.05278679757629337, 0.046759555402988, 0.20816783499192812, 0.13842814988796448, 0.054509272238587266, 0.04150878575885246, 0.054272545732897574, 0.026953142185812365, 0.044917172289268545, 0.051054968248281915
false, "Non29.jpg", 0.5937624569443463, 0.3245328304654606, 0.17625495790934434, 0.21993717692133322, 0.25149774015773085, 0.1288537852642532, 0.1436600111070585, 0.06312093343884011, 0.02932498303617011, 0.020735884056938138, 0.02073587608383373, 0.02932495692284443, 0.02932496997950767, 0.020735892030042544, 0.020735868110729323, 0.0, 0.05864996607234022, 0.041471768113876276, 0.04147175216766746, 0.05864991384568886, 0.05864993995901534, 0.04147178406008508, 0.04147173622145865, 0.0, 0.02932498303617011, 0.020735884056938138, 0.02073587608383373, 0.02932495692284443, 0.02932496997950767, 0.020735892030042544, 0.020735868110729323, 0.0, 0.4764625247996659, 0.241589294237708, 0.09331145357400944, 0.1026373492299555, 0.13419786023970018, 0.04591021714408303, 0.06071653866414121, 0.06312093343884011
false, "Non180.jpg", 0.38729854486685916, 0.2738612913049073, 0.27386118600316733, 0.38729819998505566, 0.38729837242596266, 0.27386139660664705, 0.27386108070142756, 0.0, 0.12909951495561975, 0.09128709710163574, 0.09128706200105578, 0.12909939999501854, 0.1290994574753209, 0.09128713220221568, 0.09128702690047584, 0.0, 0.12909951495561975, 0.09128709710163574, 0.09128706200105578, 0.12909939999501854, 0.1290994574753209, 0.09128713220221568, 0.09128702690047584, 0.0, 0.12909951495561975, 0.09128709710163574, 0.09128706200105578, 0.12909939999501854, 0.1290994574753209, 0.09128713220221568, 0.09128702690047584, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
false, "Non144.jpg", 0.38729854486685916, 0.2738612913049073, 0.27386118600316733, 0.38729819998505566, 0.38729837242596266, 0.27386139660664705, 0.27386108070142756, 0.0, 0.12909951495561975, 0.09128709710163574, 0.09128706200105578, 0.12909939999501854, 0.1290994574753209, 0.09128713220221568, 0.09128702690047584, 0.0, 0.12909951495561975, 0.09128709710163574, 0.09128706200105578, 0.12909939999501854, 0.1290994574753209, 0.09128713220221568, 0.09128702690047584, 0.0, 0.12909951495561975, 0.09128709710163574, 0.09128706200105578, 0.12909939999501854, 0.1290994574753209, 0.09128713220221568, 0.09128702690047584, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
false, "Non135.jpg", 0.40000021714125633, 0.28284272543860356, 0.2828426166834344, 0.3999998609488613, 0.40000003904506426, 0.2828428341937728, 0.2828425079282651, 0.0, 0.1000000542853141, 0.0707106813596509, 0.07071065417085858, 0.09999996523721533, 0.10000000976126606, 0.07071070854844322, 0.07071062698206627, 0.0, 0.1000000542853141, 0.0707106813596509, 0.07071065417085858, 0.09999996523721533, 0.10000000976126606, 0.07071070854844322, 0.07071062698206627, 0.0, 0.1000000542853141, 0.0707106813596509, 0.07071065417085858, 0.09999996523721533, 0.10000000976126606, 0.07071070854844322, 0.07071062698206627, 0.0, 0.1000000542853141, 0.0707106813596509, 0.07071065417085858, 0.09999996523721533, 0.10000000976126606, 0.07071070854844322, 0.07071062698206627, 0.0
false, "Non216.jpg", 0.40000021714125633, 0.28284272543860356, 0.2828426166834344, 0.3999998609488613, 0.40000003904506426, 0.2828428341937728, 0.2828425079282651, 0.0, 0.1000000542853141, 0.0707106813596509, 0.07071065417085858, 0.09999996523721533, 0.10000000976126606, 0.07071070854844322, 0.07071062698206627, 0.0, 0.1000000542853141, 0.0707106813596509, 0.07071065417085858, 0.09999996523721533, 0.10000000976126606, 0.07071070854844322, 0.07071062698206627, 0.0, 0.1000000542853141, 0.0707106813596509, 0.07071065417085858, 0.09999996523721533, 0.10000000976126606, 0.07071070854844322, 0.07071062698206627, 0.0, 0.1000000542853141, 0.0707106813596509, 0.07071065417085858, 0.09999996523721533, 0.10000000976126606, 0.07071070854844322, 0.07071062698206627, 0.0
false, "Non20.jpg", 0.40000021714125633, 0.28284272543860356, 0.2828426166834344, 0.3999998609488613, 0.40000003904506426, 0.2828428341937728, 0.2828425079282651, 0.0, 0.1000000542853141, 0.0707106813596509, 0.07071065417085858, 0.09999996523721533, 0.10000000976126606, 0.07071070854844322, 0.07071062698206627, 0.0, 0.1000000542853141, 0.0707106813596509, 0.07071065417085858, 0.09999996523721533, 0.10000000976126606, 0.07071070854844322, 0.07071062698206627, 0.0, 0.1000000542853141, 0.0707106813596509, 0.07071065417085858, 0.09999996523721533, 0.10000000976126606, 0.07071070854844322, 0.07071062698206627, 0.0, 0.1000000542853141, 0.0707106813596509, 0.07071065417085858, 0.09999996523721533, 0.10000000976126606, 0.07071070854844322, 0.07071062698206627, 0.0
false, "Non203.jpg", 0.3944522258074882, 0.3098466796053988, 0.14960710667424904, 0.3702586954350944, 0.3702588602893211, 0.14960722172442353, 0.3098466051725687, 0.3415580387410668, 0.11385269311947042, 0.09081496285185492, 0.037401776668562245, 0.10578819869574126, 0.10578824579694888, 0.03740180543110589, 0.09081494762842608, 0.11385267958035561, 0.11385269311947042, 0.09081496285185492, 0.037401776668562245, 0.10578819869574126, 0.10578824579694888, 0.03740180543110589, 0.09081494762842608, 0.11385267958035561, 0.11385269311947042, 0.09081496285185492, 0.037401776668562245, 0.10578819869574126, 0.10578824579694888, 0.03740180543110589, 0.09081494762842608, 0.11385267958035561, 0.05289414644907683, 0.03740179104983407, 0.037401776668562245, 0.05289409934787063, 0.05289412289847444, 0.03740180543110589, 0.03740176228729043, 0.0
