class, filename, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59
true, "222.jpg", 3.5368265965777432, 0.024172733407340052, 3.5380154768123866, 0.02418085890746853, 3.538015476812387, 0.024180858907468506, 3.536826596577744, 0.02417273340734019, 3.5380154768123866, 0.024180858907468506, 3.5380154768123866, 0.02418085890746851, 3.6551343379459227, 0.024981317434299776, 3.6563629865241714, 0.024989714734456242, 3.6563629865241714, 0.02498971473445623, 3.6551343379459227, 0.02498131743429978, 3.6563629865241714, 0.02498971473445623, 3.6563629865241714, 0.024989714734456245, 3.651754739712944, 0.024958219291125263, 3.6529822522622406, 0.0249666088269973, 3.6529822522622406, 0.0249666088269973, 3.651754739712944, 0.024958219291125266, 3.6529822522622406, 0.0249666088269973, 3.6529822522622406, 0.0249666088269973, 3.642178813746153, 0.02489277183442861, 3.643403107412938, 0.024901139370582925, 3.643403107412938, 0.024901139370582925, 3.642178813746153, 0.02489277183442861, 3.64340310741294, 0.024901139370582914, 3.64340310741294, 0.024901139370582873, 3.6149566686168426, 0.024706719835831125, 3.616171811744477, 0.024715024831869856, 3.616171811744477, 0.02471502483186986, 3.6149566686168426, 0.02470671983583112, 3.616171811744477, 0.024715024831869856, 3.616171811744477, 0.024715024831869856
true, "71.jpg", 6.984781341201945, 0.06284729363743165, 6.987129228001916, 0.06286841932826344, 6.987129228001916, 0.06286841932826344, 6.984781341201944, 0.06284729363743163, 6.987129228001916, 0.06286841932826344, 6.987129228001916, 0.06286841932826344, 7.218424038083944, 0.06494955145480469, 7.220850462289278, 0.0649713838053212, 7.220850462289278, 0.06497138380532119, 7.2184240380839455, 0.06494955145480458, 7.220850462289278, 0.0649713838053212, 7.220850462289278, 0.0649713838053212, 7.2117497627034695, 0.06488949801516743, 7.214173943396621, 0.06491131017912728, 7.214173943396621, 0.06491131017912728, 7.2117497627034695, 0.06488949801516743, 7.214173943396621, 0.06491131017912728, 7.214173943396621, 0.06491131017912728, 7.192838530503832, 0.06471933953703637, 7.195256354314628, 0.06474109450338111, 7.195256354314628, 0.06474109450338107, 7.192838530503832, 0.06471933953703649, 7.195256354314635, 0.06474109450338102, 7.195256354314635, 0.06474109450338102, 7.1390782665568775, 0.06423561829663478, 7.141478019220157, 0.06425721066337008, 7.141478019220157, 0.06425721066337008, 7.1390782665568775, 0.06423561829663478, 7.141478019220157, 0.06425721066337008, 7.141478019220157, 0.06425721066337008
true, "63.jpg", 8.656221719637022, 0.03269710395545196, 8.659131449766061, 0.032708094864833163, 8.659131449766061, 0.032708094864833163, 8.656221719637008, 0.03269710395545211, 8.659131449766061, 0.032708094864833163, 8.659131449766061, 0.032708094864833163, 8.945774518584962, 0.033790830326429384, 8.948781579920395, 0.03380218888450117, 8.948781579920396, 0.03380218888450111, 8.945774518584962, 0.03379083032642935, 8.948781579920395, 0.03380218888450117, 8.948781579920395, 0.0338021888845012, 8.937503106111357, 0.03375958676055561, 8.940507387067674, 0.033770934816314976, 8.940507387067674, 0.03377093481631489, 8.937503106111357, 0.03375958676055563, 8.940507387067674, 0.03377093481631497, 8.940507387067674, 0.033770934816314976, 8.914066464230263, 0.03367105964782988, 8.917062867118588, 0.03368237794580244, 8.917062867118588, 0.033682377945802436, 8.914066464230263, 0.03367105964782988, 8.91706286711859, 0.03368237794580243, 8.91706286711859, 0.033682377945802436, 8.847441506096516, 0.03341939751939966, 8.850415513457738, 0.03343063122285733, 8.850415513457738, 0.03343063122285739, 8.847441506096516, 0.03341939751939966, 8.850415513457738, 0.033430631222857304, 8.850415513457738, 0.03343063122285733
true, "274.jpg", 3.5607053707529785, 0.01863658437042161, 3.561902277675322, 0.01864284893165908, 3.561902277675322, 0.018642848931659076, 3.560705370752979, 0.018636584370421632, 3.561902277675322, 0.018642848931659083, 3.561902277675322, 0.018642848931659076, 3.6798118631377137, 0.019259982816309855, 3.6810488068984073, 0.019266456928699504, 3.6810488068984073, 0.019266456928699504, 3.679811863137713, 0.019259982816309848, 3.6810488068984073, 0.019266456928699504, 3.6810488068984073, 0.019266456928699504, 3.6764094476528943, 0.01924217471464413, 3.677645247714727, 0.01924864284096172, 3.677645247714727, 0.019248642840961724, 3.6764094476528943, 0.01924217471464413, 3.677645247714727, 0.019248642840961717, 3.677645247714727, 0.019248642840961717, 3.6667688701213867, 0.019191716331307118, 3.668001429568545, 0.0191981674963822, 3.668001429568545, 0.019198167496382205, 3.6667688701213867, 0.01919171633130713, 3.668001429568549, 0.019198167496382115, 3.668001429568549, 0.019198167496382115, 3.639362935530434, 0.019048274805240694, 3.640586282658883, 0.019054677753420627, 3.640586282658883, 0.01905467775342063, 3.639362935530434, 0.019048274805240697, 3.640586282658883, 0.019054677753420627, 3.640586282658883, 0.01905467775342062
true, "275.jpg", 9.434994538603615, 0.04819875810193922, 9.438166047925472, 0.04821495978705946, 9.438166047925472, 0.04821495978705946, 9.434994538603611, 0.04819875810193941, 9.438166047925472, 0.04821495978705946, 9.438166047925472, 0.04821495978705946, 9.750597484691943, 0.0498110187124283, 9.753875081800208, 0.04982776234800081, 9.753875081800208, 0.04982776234800082, 9.750597484691943, 0.049811018712428316, 9.753875081800208, 0.04982776234800082, 9.753875081800208, 0.04982776234800081, 9.741581919466958, 0.04976496261290957, 9.744856486054156, 0.04978169076703766, 9.744856486054154, 0.049781690767037735, 9.741581919466958, 0.049764962612909566, 9.744856486054156, 0.04978169076703765, 9.744856486054156, 0.04978169076703766, 9.716036757234187, 0.049634464912025875, 9.719302736988686, 0.04965114920023743, 9.719302736988686, 0.04965114920023743, 9.716036757234187, 0.04963446491202582, 9.719302736988688, 0.04965114920023742, 9.719302736988688, 0.04965114920023742, 9.643417762886907, 0.04926349009822798, 9.646659332259805, 0.04928004968577543, 9.646659332259805, 0.04928004968577543, 9.643417762886907, 0.04926349009822806, 9.646659332259805, 0.04928004968577543, 9.646659332259805, 0.04928004968577543
true, "79.jpg", 17.3790235144086, 0.07729691671125756, 17.38486535510675, 0.07732289954472646, 17.38486535510677, 0.07732289954472621, 17.379023514408583, 0.07729691671125784, 17.38486535510677, 0.07732289954472621, 17.38486535510676, 0.07732289954472629, 17.96035623260414, 0.07988251806352033, 17.96639348434633, 0.07990937002932222, 17.96639348434633, 0.07990937002932207, 17.96035623260414, 0.07988251806352038, 17.96639348434633, 0.07990937002932226, 17.96639348434633, 0.07990937002932226, 17.943749787375193, 0.0798086573536441, 17.949781456973536, 0.07983548449167095, 17.94978145697353, 0.07983548449167122, 17.943749787375197, 0.07980865735364406, 17.949781456973536, 0.07983548449167119, 17.949781456973536, 0.07983548449167102, 17.896696238662816, 0.07959937665195364, 17.902712091530486, 0.07962613344169334, 17.902712091530486, 0.07962613344169335, 17.896696238662816, 0.07959937665195364, 17.902712091530486, 0.07962613344169334, 17.902712091530486, 0.07962613344169334, 17.76293387078977, 0.0790044399686568, 17.768904760346093, 0.07903099677447285, 17.768904760346093, 0.07903099677447276, 17.76293387078977, 0.0790044399686568, 17.768904760346093, 0.07903099677447271, 17.768904760346093, 0.07903099677447285
true, "223.jpg", 6.479045881351726, 0.03374217616918798, 6.481223768612357, 0.03375351837249497, 6.481223768612357, 0.03375351837249497, 6.479045881351726, 0.03374217616918798, 6.481223768612357, 0.03375351837249497, 6.481223768612357, 0.03375351837249497, 6.6957715995945835, 0.0348708604692002, 6.698022337733147, 0.034882582072067826, 6.698022337733147, 0.034882582072067826, 6.695771599594584, 0.0348708604692002, 6.698022337733147, 0.034882582072067826, 6.698022337733147, 0.0348825820720678, 6.6895805773846755, 0.03483861828942526, 6.691829234453244, 0.03485032905430251, 6.691829234453245, 0.034850329054302506, 6.6895805773846755, 0.03483861828942526, 6.691829234453244, 0.0348503290543025, 6.691829234453244, 0.0348503290543025, 6.672038619360642, 0.034747261653149696, 6.674281379819104, 0.03475894170911503, 6.674281379819104, 0.03475894170911503, 6.672038619360642, 0.034747261653149696, 6.674281379819119, 0.03475894170911487, 6.674281379819119, 0.034758941709114866, 6.622170885541804, 0.034487555842990625, 6.624396883300325, 0.034499148600611734, 6.624396883300325, 0.03449914860061174, 6.622170885541804, 0.03448755584299062, 6.624396883300325, 0.03449914860061174, 6.624396883300325, 0.03449914860061174
true, "276.jpg", 7.879774036332026, 0.04260051686735179, 7.882422768846739, 0.04261483674170984, 7.882422768846739, 0.04261483674170984, 7.8797740363320115, 0.04260051686735202, 7.882422768846739, 0.042614836741709836, 7.882422768846739, 0.042614836741709836, 8.14335446451368, 0.04402551489710324, 8.1460917977988, 0.04404031377486852, 8.146091797798801, 0.04404031377486852, 8.143354464513681, 0.04402551489710318, 8.146091797798801, 0.04404031377486852, 8.146091797798801, 0.04404031377486852, 8.135824983018791, 0.04398480817100312, 8.138559785319819, 0.0439995933654799, 8.138559785319819, 0.0439995933654799, 8.135824983018791, 0.043984808171003094, 8.138559785319819, 0.04399959336547989, 8.138559785319819, 0.043999593365479914, 8.114490566205703, 0.04386946765754304, 8.117218197087498, 0.043884214081088835, 8.117218197087498, 0.04388421408108884, 8.114490566205703, 0.04386946765754304, 8.117218197087501, 0.04388421408108884, 8.117218197087503, 0.043884214081088835, 8.053841748248164, 0.04354158122571511, 8.056548992441812, 0.04355621743246418, 8.056548992441812, 0.043556217432464184, 8.053841748248164, 0.043541581225715074, 8.056548992441812, 0.04355621743246417, 8.056548992441812, 0.043556217432464184
true, "220.jpg", 2.693651210477048, 0.03564262149758838, 2.694556663033379, 0.035654602522683015, 2.694556663033379, 0.035654602522683015, 2.693651210477048, 0.0356426214975884, 2.694556663033379, 0.035654602522683015, 2.694556663033379, 0.03565460252268301, 2.783754522596907, 0.036834876172980625, 2.784690262769531, 0.0368472579663853, 2.784690262769531, 0.036847257966385306, 2.783754522596907, 0.036834876172980625, 2.784690262769531, 0.036847257966385306, 2.784690262769531, 0.036847257966385306, 2.7811806166892796, 0.03680081803149605, 2.78211549166093, 0.03681318837648783, 2.78211549166093, 0.03681318837648783, 2.7811806166892796, 0.03680081803149602, 2.7821154916609303, 0.036813188376487824, 2.7821154916609303, 0.036813188376487824, 2.7738875804412273, 0.03670431595671121, 2.77482000390825, 0.03671665386318624, 2.77482000390825, 0.03671665386318623, 2.7738875804412273, 0.03670431595671121, 2.7748200039082533, 0.03671665386318629, 2.7748200039082533, 0.03671665386318629, 2.753155163350076, 0.036429982853659205, 2.7540806177559496, 0.03644222854492523, 2.7540806177559496, 0.03644222854492524, 2.753155163350076, 0.036429982853659205, 2.7540806177559496, 0.03644222854492524, 2.7540806177559496, 0.03644222854492524
true, "249.jpg", 5.04886600799151, 0.05182474113905324, 5.050563150002964, 0.051842161673739805, 5.050563150002964, 0.051842161673739805, 5.048866007991511, 0.05182474113905324, 5.050563150002964, 0.05184216167373974, 5.050563150002964, 0.05184216167373974, 5.217751848890281, 0.05355829179632491, 5.219505760729891, 0.05357629505228869, 5.219505760729891, 0.05357629505228869, 5.217751848890282, 0.05355829179632491, 5.219505760729891, 0.05357629505228869, 5.219505760729891, 0.05357629505228869, 5.212927428418078, 0.05350877090554997, 5.214679718561559, 0.05352675751540251, 5.214679718561559, 0.05352675751540251, 5.212927428418078, 0.053508770905549986, 5.214679718561559, 0.05352675751540251, 5.214679718561559, 0.05352675751540251, 5.199257669443845, 0.053368455888444986, 5.201005364590662, 0.05338639533235786, 5.201005364590661, 0.05338639533235786, 5.199257669443845, 0.05336845588844499, 5.201005364590673, 0.053386395332357846, 5.201005364590673, 0.053386395332357846, 5.160397702901816, 0.052969572712792484, 5.162132335534875, 0.052987378074835285, 5.162132335534875, 0.052987378074835285, 5.160397702901816, 0.052969572712792484, 5.162132335534875, 0.052987378074835285, 5.162132335534875, 0.052987378074835285
