
class, filename, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39
true, "130.jpg", 0.2277575347164456, 0.24930660308106092, 0.26524587191005, 0.33961452993716557, 0.37334606472413023, 0.28107082988708887, 0.2889830582155994, 0.16298124061647173, 0.14581824087058684, 0.16462316317611358, 0.18847486027753838, 0.2823765214541863, 0.2992423499053692, 0.2185495849016476, 0.19469774965285236, 0.08432853827171827, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05723804068689735, 0.03244653286966842, 0.024534108268547114, 0.032536770689890915, 0.03253677215117101, 0.03561525376076065, 0.06737933914698917, 0.044921287036066154, 0.024701253158961375, 0.0522369070352789, 0.052236903363964575, 0.024701237793088374, 0.04156694266759001, 0.0269059912246806, 0.02690596941575786, 0.033731415308687306
true, "235.jpg", 0.4577501321732529, 0.1963819735940778, 0.1651055527332727, 0.4046331522518466, 0.4476625031475638, 0.20269662087554532, 0.1928377969096844, 0.1346964809630935, 0.1023398625217429, 0.10150272977184639, 0.08977407092476698, 0.21865148507584958, 0.26027853928463085, 0.09160763363701704, 0.044608167325025504, 0.015264552299949968, 0.04376770605330174, 0.017400720425477263, 0.029185916912325603, 0.12479198158399285, 0.1234297827966826, 0.042625156534252855, 0.046562948044490175, 0.019431247354477713, 0.1780002697021916, 0.04323478457305207, 0.01974920372124066, 0.03126759495540142, 0.031267605659060796, 0.02522443384190417, 0.0545460392921452, 0.06666712087244389, 0.13364229389601728, 0.03424373882370205, 0.0263963611749394, 0.029922090636602117, 0.03268657540718997, 0.043239396862370945, 0.047120642248023564, 0.033333560436221946
true, "48.jpg", 0.2779650694554849, 0.049593705763174796, 0.04109363723223937, 0.48150632653601266, 0.5821443269465042, 0.14655281015563013, 0.11826012168058296, 0.0502899319002933, 0.017690502885636696, 0.019554814521344284, 0.016721455222530695, 0.27539812276267206, 0.317674225718112, 0.04449102842188316, 0.02465750166137996, 0.00603942785252494, 0.0841746661746908, 0.003968029903789119, 0.003968028378051579, 0.1739608244339813, 0.23836214645812615, 0.06861884510907769, 0.04595197327122942, 0.01608582036223559, 0.02049632450846939, 0.011618753173423686, 0.008785399335186815, 0.011651066362764573, 0.011651066886033203, 0.01275343791946287, 0.024127814015811405, 0.016085827980482886, 0.15560357588668822, 0.014452108164617712, 0.011618754296470284, 0.020496312976593965, 0.014456887884233428, 0.020689498705206415, 0.023522832732162158, 0.01207885570504988
true, "113.jpg", 0.36093443814210074, 0.1438599077541536, 0.15548330628971552, 0.4198450002136793, 0.5457383978659989, 0.25177103578135257, 0.1513505931994227, 0.05745413014745783, 0.04374908843518429, 0.03856792519832806, 0.050191341592443324, 0.12175196590196621, 0.1327369528393841, 0.0516797835847722, 0.04396795171900355, 0.024656999722088097, 0.1265899218410139, 0.028156127047896193, 0.043579672383192526, 0.09455278045398822, 0.12189690745510566, 0.0826383792117036, 0.07498234480210407, 0.03279713042536972, 0.022910500817409057, 0.021600216582119025, 0.029311983177594425, 0.19208501364969718, 0.27964929226314345, 0.10665275726257072, 0.02160019997122542, 0.0, 0.16768492704849375, 0.05553563892581026, 0.0324003091364853, 0.01145524020802737, 0.011455245308366105, 0.010800115722305955, 0.010800096707089672, 0.0
true, "96.jpg", 0.30153770168069316, 0.12634846193079724, 0.11505335613919604, 0.5023744268245274, 0.570964981736522, 0.19082060025259753, 0.13912935206214946, 0.04944031434381131, 0.06426635154807195, 0.07333272031264554, 0.07326775137137731, 0.18895182807315847, 0.17937687821600393, 0.049902752326003295, 0.03642655070840135, 0.012751380023010768, 0.07784705195269748, 0.0015727476580665043, 0.0015727460984747558, 0.17793596143215315, 0.24017366837850077, 0.06379881769054077, 0.045863032530762744, 0.012751380023010768, 0.018471828851796754, 0.013928536164842492, 0.01842059102636066, 0.09477282391528044, 0.11070060887031442, 0.06790872914312746, 0.04987550475450147, 0.019150043438231817, 0.1409524693281272, 0.037514457795242664, 0.02179226764298331, 0.04071381340393448, 0.04071382627170366, 0.009210301092925812, 0.0069642640684839646, 0.004787510859557954
true, "195.jpg", 0.23265041738278056, 0.10683398667623557, 0.13456801572868224, 0.5793127183116092, 0.5765171599233448, 0.14522040513339796, 0.1115269312726425, 0.05478059718077358, 0.03501453369275805, 0.03542332411017373, 0.05126726176400435, 0.13718797028861268, 0.109108896057412, 0.019603330860722853, 0.011667061684113413, 0.004213892090828736, 0.07047746388578588, 0.0, 0.0, 0.14095480225395662, 0.1493826469391307, 0.023334142936431372, 0.03124180333864947, 0.02528335254497242, 0.040348060072971564, 0.023135051223342872, 0.027117474584282198, 0.15834996722736436, 0.19769315305299362, 0.0769193457100739, 0.06308084074525785, 0.02528335254497242, 0.08681035973126527, 0.04827561134271895, 0.05618327938039558, 0.14281997854167416, 0.1203324638738097, 0.02536358562616972, 0.0055372255046218, 0.0
true, "24.jpg", 0.40014160255082704, 0.29807857013780087, 0.21965618478542714, 0.3883009410011683, 0.38830111388853633, 0.21965635370442405, 0.29807842109720667, 0.16716081060688792, 0.16716083048529057, 0.13333636820410677, 0.054914046196356765, 0.1553203764004673, 0.15532044555541455, 0.054914088426106025, 0.13333634585276016, 0.16716081060688792, 0.07766025735517879, 0.0549140673112314, 0.054914046196356765, 0.07766018820023365, 0.07766022277770727, 0.054914088426106025, 0.05491402508148215, 0.0, 0.07766025735517879, 0.0549140673112314, 0.054914046196356765, 0.07766018820023365, 0.07766022277770727, 0.054914088426106025, 0.05491402508148215, 0.0, 0.07766025735517879, 0.0549140673112314, 0.054914046196356765, 0.07766018820023365, 0.07766022277770727, 0.054914088426106025, 0.05491402508148215, 0.0
true, "148.jpg", 0.40000021714125633, 0.28284272543860356, 0.2828426166834344, 0.3999998609488613, 0.40000003904506426, 0.2828428341937728, 0.2828425079282651, 0.0, 0.1000000542853141, 0.0707106813596509, 0.07071065417085858, 0.09999996523721533, 0.10000000976126606, 0.07071070854844322, 0.07071062698206627, 0.0, 0.1000000542853141, 0.0707106813596509, 0.07071065417085858, 0.09999996523721533, 0.10000000976126606, 0.07071070854844322, 0.07071062698206627, 0.0, 0.1000000542853141, 0.0707106813596509, 0.07071065417085858, 0.09999996523721533, 0.10000000976126606, 0.07071070854844322, 0.07071062698206627, 0.0, 0.1000000542853141, 0.0707106813596509, 0.07071065417085858, 0.09999996523721533, 0.10000000976126606, 0.07071070854844322, 0.07071062698206627, 0.0
true, "245.jpg", 0.42279621006377294, 0.13411432269716403, 0.12261563796812174, 0.532152485632846, 0.5110173153910346, 0.09726153940981602, 0.0812228425808398, 0.04222397805722722, 0.1645814527895272, 0.08765494721901389, 0.0670102401257231, 0.1570784595649832, 0.13594314436293267, 0.036852829701620834, 0.029993284757394555, 0.008107407502689606, 0.06374528672246493, 0.010291969844496554, 0.012578475592122055, 0.19994762171520944, 0.20482150096162208, 0.02126936497326429, 0.01898283650030559, 0.009747591587010745, 0.12227155683657519, 0.0064043716925511595, 0.013263890919456149, 0.08481425383934267, 0.0929216894613459, 0.030448462080033364, 0.023555848446872155, 0.01949518317402149, 0.07219791371520637, 0.02976303394110239, 0.02976303133082037, 0.09031215051330976, 0.07733098060513485, 0.008690882654897538, 0.008690872876267488, 0.004873795793505373
true, "163.jpg", 0.2843681997009328, 0.14566028707595224, 0.17652189444483407, 0.4818012649603197, 0.4986364992193528, 0.21553041628226816, 0.15129577776715555, 0.05901979292268483, 0.004701802114890989, 0.003324674506811895, 0.0033246732284493764, 0.0047017979280278704, 0.004701800021459493, 0.0033246757851744134, 0.003324671950086859, 0.0, 0.08734176346458042, 0.005698644413558599, 0.005698644000260279, 0.005060226112281781, 0.005060226714033046, 0.02232202286260377, 0.04847000861663081, 0.04889933904311826, 0.08409398735311126, 0.07510174381038075, 0.08459762124345571, 0.2171779878884402, 0.22389267769105567, 0.07231271654460827, 0.0246959695706376, 0.010120453879566574, 0.10823064676835038, 0.061535224345201076, 0.08290095597266857, 0.25486125303156903, 0.2649817947928051, 0.1175710010898815, 0.07480512762980038, 0.0
